time_in,time_report,time_kmeans,time_total,nproc,teste_index
34970,3281,27091,65342,40,0
2073,791,54185,57049,2,0
6222,1795,16134,24151,32,0
1642,691,21485,23818,3,0
2160,1152,8618,11930,24,0
1348,764,27161,29273,4,0
1312,1008,7130,9450,20,0
1231,702,12214,14147,6,0
1302,989,8762,11053,16,0
1181,948,16332,18461,8,0
1303,1168,9246,11717,12,0
1160,870,11452,13482,10,0
14632,571,106662,121865
