time_in,time_report,time_kmeans,time_total,nproc,teste_index
20545,6848,152597,179990,40,0
16916,10052,762226,789194,2,0
12695,7205,106622,126522,32,0
11636,6835,286278,304749,3,0
3452,5692,66957,76101,24,0
8713,5257,369959,383929,4,0
3309,5409,83561,92279,20,0
6075,5270,217393,228738,6,0
3103,5290,93765,102158,16,0
4785,5156,182010,191951,8,0
3601,4954,115854,124409,12,0
4089,5192,133585,142866,10,0
190494,5919,1483300,1679713
