time_in,time_report,time_kmeans,time_total,nproc,teste_index
20911,12326,335350,368587,40,0
14332,9400,2633475,2657207,2,0
5787,14480,432281,452548,32,0
9575,7611,1697557,1714743,3,0
4319,12125,203000,219444,24,0
7352,7148,750008,764508,4,0
3246,11775,303492,318513,20,0
5076,7078,505025,517179,6,0
2743,9343,302386,314472,16,0
4244,7650,390532,402426,8,0
3231,7564,301816,312611,12,0
3478,7507,312847,323832,10,0
64820,9787,5114770,5189377
